text,sentiment
asked sat watched smear cheeks cream take cloth,negative
worked quickly carefully distractedly rubbed face held gaze glass,negative
looked new hat said pretty bonnet,positive
asked knew tony beau,neutral
going bishopgate street oystergirl happened meet swipe crimson lip black lashes,neutral
sang opened one eye wide leaned close glass remove stubborn crumb spitblack mouth stretching wide kind sympathy eyelids breath misting mirror,positive
wiped breath glass gave wink asked somehow easier talk reflection face began last chat quite freely,positive
first answered thought actress comfortably rather teasingly laughing blushed said foolish thing,positive
last gave yawn rubbed knuckles eyes last voice girls melodious strong clear kentish girls voice like,positive
soon face wiped quite bare cigarette smoked filter rose put fingers hair,neutral
better change said almost shyly,positive
took hint said go walked couple steps door,neutral
said oh yes like much nodded something like satisfaction,positive
made another little bow said goodnight closed door gone,neutral
thank miss astley said already name tony coming see,positive
held hand lifted response remembered glove glove lavender bows upon match pretty hat quickly drew offered naked fingers,positive
stood quite still facing little handwritten card miss kitty butler,negative
flushed pleasure saw nostrils quiver knew suddenly smelled rank seascents liquor oysterflesh crabmeat whelks flavoured fingers family many years ceased entirely notice,positive
thrust beneath kitty butlers nose,neutral
made pull hand away held fast still pressed lips laughed knuckles,positive
look eye could quite interpret,neutral
like herring said gently,positive
kissed fingers properly time let last blush faded smiled,positive
watching miss butler perform upon stage spoken smiled lips upon hand strange experience less thrilling,positive
lovely voice elegance swagger felt given kind secret share pinked complacently every time crowd roared welcome called back stage encore,positive
know saw box felt eyes upon sometimes sang always left stage sweep hat hall nod wink ghost smile,positive
though went often able box palace watched applauded sang received secret looks tokens full week made way back stage presented pale sweating uncertain dressing room door,positive
received kindness chided sincerely left unvisited long fell chatting easily life theatre mine oystergirl whitstable old qualms quite left,positive
went nowhere else month palace saw one else freddy cousins even alice hardly,neutral
mother begun frown went home said gone back stage miss butlers invitation treated like friend impressed,positive
every working day ended lightning change hasty supper run station canterbury train every trip canterbury ended kitty butlers dressingroom,neutral
spent time company watching perform upon stage saw often without make suit footlight manner,neutral
must call kitty said early shall call,neutral
nodded smiled like idiot thrill addressed would gladly lost old name taken new one gone nameless entirely,positive
increasingly love nan fetch stockings,positive
still shy change clothes one night arrived found little folding screen set ever afterwards used step behind talked hand articles suit undressed pass pieces ladies costume hook hung show,positive
item came warm body particular scent seemed charged strange kind power tingled glowed imagined beneath hand,positive
petticoats dresses cold tingle still blushed handle couldnt help think soft secret places would soon enclose brush warm make moist donned,negative
every time stepped behind screen clad girl small slim shapely false plait smothering lovely ragged edges crop sensation pang disappointment regret turned instantly pleasure aching love desire touch embrace caress strong turn aside fold arms fear would fly press close,positive
length grew handy costumes suggested visit went stage help ready act like proper dresser,positive
said kind studied carelessness halffearful might wish could known suppose dreary hours must pass away,positive
soon never stepped auditorium headed every night back stage halfhour due footlights help redon shirt waistcoat trousers taken night hold powderbox dusted freckles dampen brushes smoothed curl hair fasten rose lapel,positive
first time walked stage afterwards stood wing went set gazing wonder limesmen strode nimble acrobats across battens flygallery seeing nothing hall nothing stage except stretch dusty board boy end arm upon handle turned rope brought curtain,neutral
passed twenty minutes gone night alone room listening beat songs ceiling walls happier hear cheers audience distance,positive
would make tea liked brewed pan condensed milk dark walnut thick syrup knew changing tempos set set kettle hearth cup would ready return,positive
tea simmered would wipe little table empty ashtrays dust glass would tidy cracked faded old cigarbox kept sticks greasepaint,negative
acts love humble little ministrations pleasure even perhaps kind selfpleasure made feel strange hot almost shameful perform,positive
ravished admiration crowd would pace dressingroom gaze possessions caress almost caress holding fingers inch away aura well surface might stroked,positive
loved everything left behind petticoats perfumes pearls clipped lobes ears also hairs combs eyelashes clung sticks spitblack even dent fingers lips cigaretteends,positive
world seemed utterly transformed since kitty butler stepped,neutral
taken first bows footlights age twelve kate straw little singing wonder known bit success pennygaffs publichouses smaller kinds halls theatres,positive
miserable sort life said soon wasnt even little,negative
every time place came crush girls queuing stage door prettier perter hungrier willing kiss chairman promise seasons work weeks even nights,positive
grandmother died joined dancing troupe toured seaside towns kent south coast endofpier shows three times night,negative
frowned spoke times voice bitter weary would place hand beneath chin rest head upon close eyes,negative
time returned dressingroom would everything tidy still,neutral
tea said would ready sometimes would cigarette lit,positive
slow one tonight nan believe halfway good cheer boys good cheer realised girl,positive
oh hard shed say hard,negative
thought kitty weeping brought tears eyes seeing affected shed give smile wink stretch say best swell accent days behind dont know path fame fortune,neutral
became masher whole world loves tricky reeves loves pays like prince prove,positive
would smile together knew really masher trickys wages would barely keep champagne smile would little troubled knew contract due expire end august would move another theatre margate perhaps said broadstairs would,positive
reassuring real friendship schoolgirl mash travelling often palace spending savings train fare yet thought heard ask manner friendship could handsome clever musichall artiste girl crowd admired,positive
said kitty young man found early amongst pieces history davy said bring home introduce handsome brother though said rhoda near tease,positive
spoke brewing pans tea tidying table mother narrowed eyes shes right sound,neutral
little help tea tables could home,positive
truth think squeamish mentioning kitty alone knew uneasy,negative
said nothing new strange hot desire anyone,positive
saw course lay bed anyone tell secretly love bed dreaming bed darkness cannot see cheeks pink ease back mantle restraint keeps passion dimmed throughout day let glow little,positive
kitty would blushed know part played fierce dreamings know shamelessly took memories turned improper advantage,positive
night palace kissed farewell dreams lips stayed cheek hot tender moved brow ear throat mouth,positive
used standing close fasten collar studs brush lapels reveries longed leaned place lips upon edges hair slid hands beneath coat breasts pressed warm stiff gents shirt rose meet strokings,positive
alices breath upon cheek hot limbs pressed mine eyes shining cold dull starlight suspicion,negative
said nothing asked nothing rest family least continuing friendship kitty became time source wonder pride,positive
youngest girl thick kitty butler star show,neutral
end august oyster season started back shop fulltime began press bring kitty home might meet,neutral
always saying pal said father one morning breakfast,neutral
idea asking kitty sup family seemed horrible one father spoke carelessly fact would soon left new hall made stinging reply,negative
little later mother took aside,neutral
fathers house good enough miss butler said couldnt invite,positive
words made gloomy quiet sad kitty night show asked bit lip,negative
parents want ask said tea tomorrow,positive
promised id ask finished miserably,negative
nan said wonder love come,positive
know dull canterbury one mrs pugh sandy talk,negative
mrs pugh landlady kittys roominghouse sandy boy shared landing played band palace drank said sometimes silly bore,positive
oh nice would continued sit proper parlour proper family room bed dirty rug bit newspaper table cloth,neutral
nice see live work catch train meet people love day,positive
made fidget swallow hear talk like unselfconsciously liked tonight however time even blush spoke came knock door sharp cheerful authoritative knock made blink stiffen look surprise,positive
evenings spent visitors callboy came tell wanted wing tony sometimes put head around door wish us goodnight,positive
beau said fans friends seemed always rather glad,positive
watched step door bit lip,neutral
felt piqued time alone together thought little enough,negative
silk hat head seeing lurking little room behind removed held bosom,negative
miss butler believe said nodded gave bow walter bliss maam,positive
second took kitty gaze give little oh,neutral
kitty returned card asked might speak moment stood aside let pass,neutral
little room seemed full hot,neutral
rose reluctantly put gloves hat said go kitty introduced friend miss astley called made feel little gayer mr bliss shook hand,positive
tell mother said kitty showed door shall come tomorrow time likes,positive
briefly took hand kissed cheek,positive
shoulder saw flashy gentleman fingering whiskers eyes turned politely away us,neutral
hardly say curious mix feelings mine sunday afternoon kitty came call us whitstable,positive
world visiting home supping family seemed delight lovely borne great walked like girl plait fastened back head parasol arm felt little pang disappointment,positive
swiftly turned however always desire pride looked terribly smart handsome dusty whitstable platform,positive
kissed cheek went took arm let lead station house across seafront,positive
look step fell cut chin sister held handkerchief whole way home,negative
talked pointed kitty nodded biting lip,neutral
kitty shook hands everyone word must davy works smack must alice nancy talks often proud,positive
well well miss butler said took hand nodding skirts rather change aint usual gear,positive
smiled said added wink something improvement dont mind gentleman saying laughed said since gentlemen usually opinion quite used mind bit,positive
made pleasant answered questions music hall sweetly cleverly one even alice spiteful rhoda could dislike watching gaze windows whitstable bay incline head catch story fathers compliment mother ornament picture admired shawl fireplace,positive
come tea presently sat kitty marvelling table,neutral
set real oystersupper linen cloth little spiritlamp plate butter waiting melted,neutral
kitty sat close elbows almost touching shoes side side beneath table,neutral
mother cried move along bit nancy give miss butler room,negative
kitty said quite right mrs astley really shifted quarter inch right kept foot pressed felt leg hot,neutral
father handed oysters mother offered beer lempnade,neutral
kitty picked shell one hand oysterknife brought together rather ineffectually,positive
father saw gave shout,neutral
davy take knife show lady else might job blade hand give nasty cut,negative
said quickly took oyster knife brother could get fingers,neutral
must hold oyster palm flat shell uppermost like,positive
held shell show gazed rather gravely,negative
said pointing knife called beard must trim away,neutral
gave blade flick beard severed,negative
slipped shell carefully hand felt fingers warm soft cupped receive,positive
raised oyster lips held second mouth eyes mine unblinking,neutral
took eyes kittys saw ring faces turned way blushed,neutral
bolting whole miss butler said like gormays,positive
go give real good chew,positive
said kindly kitty laughed,positive
make poor girl sick said mother,negative
said confidentially tell truth ever tasted oyster,positive
kitty said davy gave cheer sound delicate diminutive sounds good oystersupper creak hinges slap discarded beards trickle liquor butter beer,positive
opened shells kitty managed,neutral
youre bit oyster kitty said smirk,neutral
looked moment rather uncertain smiled,positive
ive never likened fish,neutral
well dont take wrong way miss butler said mother spoken house something compliment,positive
tony laughed father said oh,positive
halfrose reach pepper castor sat drew feet beneath chair felt thigh grow cool,positive
oysterbarrel quite empty lemonade bass drunk kitty declared never finer supper life moved chairs away table men lit cigarettes alice rhoda set cups tea,negative
talk questions kitty answer,neutral
mother tuttutted said shame davy said could help relations liked knew,positive
must heard song theres uncle brother sister mother auntie another cousin mother,neutral
sooner finished verse indeed sound streetdoor opening shout stairs three cousins appeared followed uncle joe aunt rosina got sunday best popped said peek miss butler miss butler objection,positive
chairs brought cups fresh round introductions made little room grew stuffy heat smoke laughter,positive
kitty blushed said couldnt everyone cried oh please miss butler,positive
think nan said shame,negative
know wont said pleased turned last used special name,positive
little space cleared rlioda ran house fetch sisters come watch,neutral
whispered george fetched hat fathers walkingcane sang us couple masher songs ended ballad finished set palace sweetheart rose,positive
davy said song nance,neutral
nancys got prettiest voice miss butler said one cousins ever heard,positive
yes go nance sport,positive
makes heart turn hear,positive
murmurs agreement throughout room saw kitty look blinkingly way,positive
said lightly glanced saw eyes strange almost sad,negative
fact barely thought beau days since arrival canterbury evenings spare spend,neutral
poured little water carried wash hands splash face,neutral
water spotted dress dampened fringe hair dark little points,neutral
said sure mother would disapprove im busting smoke,positive
lit cigarette drew upon heavily,neutral
first said drew upon fag,negative
quarrelled swore kitty leaned towards said softly take room nan somewhere quiet bit,neutral
looked grave suddenly feared might faint,negative
got made path across crowded room told mother taking upstairs mother gazing troubledly rhodas sister knowing whether laugh scold gave us nod distractedly escaped,neutral
going say funny like,positive
said going say funny,positive
looked wonder might taken strangers chamber trying pass nodded,neutral
window raised kitty crossed placed arms upon sill,neutral
thought little thrill knew spoke wasnt contract family kind much loved lucky,positive
remembered orphan sorts bit back poorly,neutral
last cigarette finished thrown grate took breath said waiting,neutral
nan something tell piece good news must promise happy,positive
went talking saying mr bliss friends london halls promised season said good provincial stage would find fame city big names worked money,positive
length placed hand eyes bowed head grew silent,positive
longing smile afternoon laughed said oh kitty know news already,positive
seemed frown went quickly mustnt cross tony told today,neutral
tricky wants stay palace till christpas least,negative
youre happy said quietly,positive
looked rather strangely lowered gaze gave awkward little laugh,neutral
tricky want stay ive turned,negative
said voice thick unhappy,negative
silence broken sound laughter scraping chairs parlour shriek gulls outside open window,neutral
remember gentleman called last night said mr bliss,positive
went mr bliss manager theatre manager like tricky manager artistes agent,positive
saw turn oh nan,neutral
couldnt help excited saw turn liked much offered contract music hall london,negative
looked face pale except cloud freckles eyes seemed large,neutral
think look handsome today,positive
thought might meanest miserable family kent yet work hard nice theyll trust like daughter,positive
threw said life changed,neutral
think could give easily,positive
heart seemed stop pound like piston,positive
looked away room ran tongue lips,neutral
said nodding towards door,neutral
mother father brother alice freddy,neutral
spoke came shout sound voices raised friendly argument,positive
dresser said youd care,positive
spoken mr bliss says much money first enough share diggings,positive
truly thought said slowly would say,positive
said would long enough placed faded rose upon bed seized hands squeezed hard,negative
last night morning believed oh different dressingroom two us,neutral
well times together promise,positive
spoke flung hands aside gripped fierce embrace laughed pleasure felt body shudder arms,positive
drew hand away got feet,positive
walked head bed little cabinet drawer,neutral
noise sound door opening followed thud feet upon staircase cry nancy,negative
mother says miss butler step moment please say goodbye,positive
go said without shall come minute,neutral
nodded gave hand another squeeze opened door joined alice landing heard step together,positive
taken scrubbing hands carefully since meeting kitty butler ever little stained creases much paint hotblack blancdeperle vinegar,positive
would thought surrender family home oystergirls ways,neutral
would live kittys side brimfull love quick yet secret made shake,positive
wish sensations sake could say parents heard one word kittys proposal forbade absolutely refer pressed matter cursed shouted mother wept father struck obliged end climb window dawn clothes rag end stick streaming face note pinned pillow saying try follow,negative
said things would lying,negative
loved feared idea allowing youngest daughter travel care actress musichall manager grimmest wickedest city england knew mad one sane parent entertain longer second,negative
anyone half eye could see heart lay kitty butler anyone might guess offered chance future side kept could never return fathers kitchen happy,positive
hour kittys departure nervously put plan parents argued pleaded blessing listened wonderingly carefully next day father stopped way kitchen draw parlour quiet still face sad serious kind,negative
said quite decided mother could keep grownup woman almost allowed know mind thought see marry whitstable boy settle close hand share little happinesses troubles supposed would go hitch london fellow wouldnt understand ways,positive
never seen weep either spoke eyes glistened blinked twice thrice hold tears back voice grew thin,positive
placed head shoulder let tears rise spill,negative
things dont turn might quite wish wont proud come home love voice failed utterly shuddered could nod neck say promise,positive
hardhearted daughter left tears dried felt return gladness night,negative
quickly missed ran post office sent kitty card palace picture whitstable oystersmack upon whose sail inked london deck drew two girls bags trunks outsize smiling faces,positive
glad snatches day scene passed father breakfast undergone mother hugged cried must fools let go davy said quite absurdly little go london would run tram trafalgar square minute set foot alice said nothing heard news ran kitchen tears could persuaded take duties parlour lunchtime,negative
spent evenings calling friends family bidding farewell washing patching packing dresses sorting little items take leave behind,positive
visited palace company parents came reassure miss butler still sensible good ask particulars shadowy walter bliss,positive
kitty minute father chatted tony tricky show,negative
every night almost woken sweating dreams presented door bags packed hat upon head looked wonder frowned laughed derision else arrived late station chase train along track kitty mr bliss gazed carriage window would lean outside pull,positive
night palace however led one side pressed hand quite kind excited,positive
ive letter mr bliss said,positive
saw instantly marvellous street set like makeup box narrow gilded houses one different coloured roof would number chimney colour kittys carmined lips,positive
im due start next day star music hall bermondsey,neutral
oh nan lets hope,positive
eleven oclock felt penned stifled rat box made alice walk beach hold shoes stockings stood waters edge one final time,negative
matter hard studied fiercely thought shall gaze months months looked always last turned eyes away walked sadly home,negative
nothing gazed touched special thought changed going way,negative
nothing except faces family grave falsely merry stiff could hardly bear look,positive
father wouldnt let take little train canterbury said must driven hired gig ostler duke cumberland hotel take,neutral
kissed mother alice let brother hand seat fathers side place luggage feet,positive
bought new initials painted lid swooning yellow capitals inside pasted map kent whitstable marked arrow remind said home case forget,negative
station found train already steaming kitty bags baskets side frowning watch,negative
wasnt like anxious dreams gave great wave saw us smile,positive
kitty found porter help us bags boxes loaded trolley looked round anxiously mr bliss,positive
cried kitty pointing finger showed striding platform whiskers coattails flying face red,negative
thought might changed mind cried last moment,negative
shook head wonder could still think thing id said,negative
last moment leaned carriage embrace drew little chamois bag miss butler,positive
miss astley late whitstable believe,negative
took hand gripped briefly,positive
pocket placed hand closed fingers,positive
held coins sovereigns six knew could afford part time drawn open neck bag seen gleam gold inside train begun move late thrust back,neutral
instead could shout thanks kiss fingers watch raised hat waved place cheek windowglass gone sight wonder see next,positive
felt safer carriage rather queer close gentleman know transported knew city vaster smokier alarming could thought possible,positive
wonder long afraid say thrill kitty hearing talk rooms share kind life together city make fortune soon overcame grief,positive
family would thought cruel know see laugh sad home without oh,negative
mr bliss suggested take sights little headed brixton rolled trafalgar square towards nelson pillar fountains lovely bonecoloured front national gallery view whitehall houses parliament,positive
brother said pressed face window gaze said would run tram trafalgar square ever came london,neutral
night kittys dressingroom thought almost middleaged guessed one twoandthirty,neutral
impressive rather handsome man flash speeches rather homely thought must little wife loved baby fact case,positive
knew nothing history learned later came old respectable theatrical family real name bliss course kittys butler left legitimate stage still young man order work halls comic singer managed dozen artistes still occasion took turn footlights walter waters character baritone sheer love profession,positive
knew none day brougham began guess little,neutral
reached pall mall turned haymarket theatres music halls begin rumbled past raised hand tilted brim hat kind salute,positive
majestys said nodding handsome building left father saw jenny lind swedish nightingale make debut,positive
finally said removed hat entirely held lap finally empire alhambra handsomest music halls england every artiste star audience distinguished even gay girls gallery youll pardon french miss butler miss astley wear furs pearls diamonds,positive
tapped ceiling brougham driver drew halt corner little garden middle square,neutral
newcomers city gazing dazed confounded people curled steps benches people clothes crumpled stained looked spent daylit hours dark ones,negative
gazed kitty face suppose showed amazement laughed stroked cheek seized hand held,positive
heart london said mr bliss heart,positive
nodded alhambra around us swept hand across square see makes great heart beat variety,positive
variety miss astley age cannot wither custom stale,negative
tomorrow miss butler tomorrow next week next month perhaps soon soon promise stand within feet upon stage,positive
makes throats city shout brava,neutral
spoke lifted hat punched air one two passersby turned faces towards us looked away quite unconcerned,negative
words thought marvellous ones knew kitty thought gripped hand sound gave little shudder delight cheeks flushed mine eyes like mine shining wide,positive
mr bliss hailed boy gave shilling fetch us three foaming glasses sherbetseller sat minute shakespeares shadow sipping drinks gazing people passed us notices outside empire kittys name knew would soon pasted letters three feet high,positive
glasses empty slapped hands together said must brixton mrs dendy new landlady awaited led us back brougham handed us seats,negative
felt eyes wide dazzled grow small gloom coach began feel thrilled rather nervous,negative
houses people smart rather uniform grafted unimaginative hand none strange glamour lovely queer variety leicester square,positive
soon streets ceased even smart became little shabby corner passed public house row shops houses seemed dingier one,positive
beside kitty mr bliss fallen conversation talk theatres contracts costumes songs,positive
kept face pressed window wondering ever leave behind dreary districts reach greasepaint avenue home,negative
met door mrs dendy whitehaired rather portly lady greeted mr bliss like friend calling wal offering cheek kiss shown parlour,positive
door closed behind mrs dendy gave us smile,positive
hope stay happy lucky one,positive
mr bliss tells im quite little star twinkling beneath eaves miss butler,positive
last turned street tall flatroofed houses line blistered railings set sooty blinds curtains windows mr bliss broke talk peer outside say almost,positive
look away kind smiling face hide disappointment,positive
knew first excited vision brixton row golden makeup sticks house carminecoloured roof foolish one street looked grey mean,positive
stepped carriage glanced kitty see felt stirrings dismay,negative
colour high eyes damp shining gazed house chaperon led us gave little tightlipped smile satisfaction,positive
understood suddenly half perceived spent life plain anonymous houses like one knew better,positive
thought gave little courage made ache usual sympathy love,positive
kitty said modestly didnt know mrs dendy gave chuckle turned throaty cough,positive
long moment cough seemed quite convulse kitty sat exchanging glances alarm dismay,negative
drew handkerchief sleeve wiped lips eyes reached packet woodbines table elbow offered us cigarette took one,positive
moment tea things appeared kitty mrs dendy busied tray looked,neutral
much look mrs dendys parlour rather extraordinary,neutral
dare say would like see rooms give faces bit splash said pleasantly,positive
see quite taken little collection said mrs dendy handed teacup blushed find eyes suddenly turned way,neutral
old tenants mine dear said see rather famous,positive
kind thoughts good wishes,positive
marvelled think stayed ginevra road comely mrs dendy host,neutral
top steps door behind small room bedsitting room expected tiny parlour pair ancient sagging armchairs set hearth shallow oldfashioned dresser,positive
kitty stepped threshold stood side side gazing lay beyond washhand stand lyre backed chair alcove curtain bed bed high thick mattress iron bedstead beneath chamberpot bed rather narrower one used sharing sister home,positive
wont mind doubling course said mrs dendy followed us bedroom,neutral
mr bliss insist decent bit space two,positive
kitty however said talked tea drunk landlady smoked two three cigarettes slapped knees got slowly feet,negative
miss astley cosy two pegdolls dolls house wont nan,negative
smiled bent tug straps basket feet moment idling armchair watching busy dresses books bonnets rose help,positive
cheeks saw grown little pink might climb parlour,neutral
said lowered gaze moved take box mr bliss,positive
poor frocks shoes underclothes took little enough space stowed away moment kitty course everyday dresses boots unpack brush straighten also suits toppers,negative
said must let take charge costumes know,neutral
mr bliss stay long thought indelicate linger ladys chamber even one paying,positive
exchanged words kitty regarding appointment morrow bermondsey star meet manager rehearse orchestra morning preparation first appearance evening shook hand mine bade us farewell,positive
felt anxious suddenly thought leaving us done hours prospect meeting,positive
looked last find watching caught eye winked blushed,neutral
cannot know said horribly smug feel,positive
every secondrate serio longs dresser nan,neutral
every hopeful tired little actress ever set foot upon provincial stage aches play london halls two nice rooms instead one miserable one carriage take show night drive home afterwards poorer artistes must take tram,negative
standing beneath slope ceiling face shadow eyes dark large,neutral
suddenly things gone mrs dendy closed door us wheezed coughed way downstairs behind lowered one armchairs closed eyes felt ache pleasure relief simply alone last someone stranger,positive
heard kitty step across luggage opened eyes side raised hand tug lock hair come loose plait falling brow,positive
know must feel nan given hearts desire like,positive
wonderful feeling fearful one felt time didnt deserve good fortune received quite error someone elses place might taken gaze turned elsewhere,negative
knew kitty felt course different things,neutral
unpacked said hour worked caught sound various shouts stirrings rest house,neutral
mrs dendy come tell us bit dinner us wanted downstairs parlour quite crowd besides thatd like meet,positive
hungry also weary sick shaking hands smiling strangers faces kitty whispered better go lodgers would think us proud,positive
called mrs dendy give us moment kitty changed dress combed replaited hair beat dust hem skirt fireplace washed hands made way downstairs,neutral
table opened pulled centre room set dinner importantly ringed faces every one looked appeared broke smile quick wellpractised smile shone pictures walls,positive
halfa dozen portraits come life stepped behind dusty panes join mrs dendy supper,positive
mrs dendy seated head table process dishing slices plate cold meats half rose saw us bid us make home gesture fork diners first elderly gentleman velvet waistcoat sat opposite,neutral
many years since last stood hushed gaping crowd guessing contents ladys purse,neutral
smiled sat rather heavily,positive
kitty said pleased know,positive
mrs dendy pointed next thin redheaded boy professors right,neutral
corner man corner man extraordinary course said quickly leaning shake hands,negative
spoke percy gave wink prove brothers words caught pair spoons side plate set rattling upon tablecloth wonderful tattoo,positive
mrs dendy cleared throat noise gestured pretty pinklipped girl seat next sims,positive
nan brings good luck,positive
must call lydia said extending hand known cheese percy,positive
monica prefer real name,neutral
looked plate felt redden mrs dendy still busy platter held piece quivering meat way coughed bit tongue miss astley dear,positive
tootsie added sims pals call youve read ally slopers ill leave work,negative
let say miss butler half panic walter told us moving lest turn flashy showgirl teninch waist,negative
learned male impersonator turned quite gentle relief,positive
suppertalk course theatrical tittletattle terribly dense strange ears,negative
even plain little minnie eighth member party girl brought us tea arrival returned help mrs dendy dish serve clear plates even belonged ballet troupe contract concert hall lambeth,positive
even dog bransby soon nosed way parlour beg scraps lean slavering jaw professor emerys knee even old artiste toured south coast dancing dog act stage name archie,neutral
pleased another girl place two girls say flashy otherwise,positive
spoke gave quick satisfied glance showed plain enough kind thought kitty took seat beside leaving percy neighhour went walter says big miss butler,positive
seven oclock knock upon door girl came hallooing way house dress tulle satin gilt tiara friend tootsies ballet pav come ask mrs dendys opinion costume,positive
call kitty miss astley,negative
could play wagner swear would come sounding like seashanty jig,positive
tune gay made kitty smile,positive
didnt look say name didnt greet moved quietly room assuming suppose asleep lying straight side eyes hard shut,negative
little noise rest house laugh closing door rushing water distant pipes,positive
know said since knew couldnt help sing soon stepped sparkling frock upon floor lift voice chorus simss side,neutral
queerestlooking parlour ever saw wrote everybody extremely kind,positive
knew opened eyes tilted face see clad nothing shadows candle flames amber glow,neutral
cosy sofa everyone gay hut halfpast ten kitty yawned gave jump rose said bedtime,neutral
sleepy wanted safely abed kitty appeared safely still calm ready moment must shortly come would beside dark would nothing two flimsy lengths cotton nightgowns separate warm limbs mine,positive
felt breath upon neck knew gazing,neutral
said miss home alice,negative
gently quite matteroffactly moved hand wrist pulled arm bedclothes ducked head beneath place temple collarbone arm neck,positive
sighed time mouth opening nightgown felt breath upon naked skin beneath sighed said many times lay dull room mrs pughs thought alice little bed beside sea,negative
thinking back little bed,neutral
hard lie next slumbering alice heart head filled kitty,positive
kitty spoke minding silence,neutral
yes seemed hesitate see went never sister like girls,negative
let go hand placed arm middle curling fingers around hollow waist,positive
turned face away quite dazed mixed relief disappointment,negative
said oh yes kitty squeezed tighter,positive
knew would pack bags morning bid kitty farewell knew come far could,neutral
stay must said must learn swallow queer inconvenient lusts call sister,negative
star reached noon next day turned tenth smart marvellous west end halls leaned mr bliss dream kittys triumph even however quite alarmingly handsome grand,positive
manager time mr ling met us stage door took us office read aloud terms kittys contract secure signature upon rose shook hands shouted callboy us shown rather briskly stage,positive
selfconscious awkward waited kitty spoke conductor ran songs band,negative
im waiting miss butler said voice thin whistle,negative
moved away blushing horribly stand corridor boys baskets ladders pails sand lumbered looking cursing blocked path,negative
return visit however evening easier one went straight dressingroom knew part little better,positive
even entered room felt spirits tumble rather nothing like cosy little chamber canterbury palace kitty used keeping neat nice,positive
instead dim dusty benches hooks dozen artistes one greasy sink must shared door must propped shut left sag let every glance every stage hand visitor might idling passageway beyond,positive
looked arrived smiled kitty took packet weights match someone cried thank god woman cigarette,positive
kitty booked appear night little way first half show,neutral
helped collar necktie rose felt quite steady walked wing wait number go gaze shadows unfamiliar theatre vast careless crowd felt begin tremble,negative
motive swear comfort mindful new resolve play sister nothing took hand pressed,positive
stagemanager finally gave nod however turn eyes away,neutral
chairman hall bring crowd order act kitty follow popular one comedian called back upon stage four times plead audience end let make exit,positive
done grudgingly disappointed distracted orchestra struck first bars kittys opening song,negative
kitty stepped glare footlights wave hat call hallo,neutral
answering roar gallery halfhearted ripple applause boxes stalls sake suppose costume,positive
forced gaze last hall saw audience restless people feet heading bar lavatory boys perched upon gallery rail backs us girls calling friends three rows away gossiping neighbours looking everywhere stage kitty lovely clever kitty sang strode sweated,positive
finished first song man leaned balcony shout bring nibs back,neutral
meaning nibs fuller comedian kitty replaced,positive
kitty didnt blink band played warmup next number raised hat man called owe money,negative
crowd laughed listened carefully next song clapped briskly finished,positive
little later another man tried call nibs shushed neighbours time kitty got round ballad bit business rose hall side attentive appreciative,positive
stepped wing weary flushed place taken comic singer put hand upon arm pressed hard,positive
watching front looked satisfied former took kittys hand shook crying triumph miss butler,positive
gave kitty nod said well done dear,positive
brought towel changeroom caught pressed face,neutral
took jacket handed unfastened bowtie throat,neutral
wasnt good said last might wished,negative
saw manager glance way narrowed eyes kitty least allowed smile,positive
thats better said mr bliss,positive
youll permit ladies believe light little supper would welcome,positive
light little supper perhaps heavy large glass fizz miss butler seem keen,positive
restaurant took us theatre peoples one far away filled gentlemen fancy waistcoats like girls boys like kitty streaks greasepaint cuffs crumbs spitblack corners eyes,positive
going ask go city must assist miss astley added saw looking must go city study men,negative
gazed kitty blinked smiled back uncertainly,positive
said mr bliss sawing piece cutlet,positive
must know must copy make audience know turn,neutral
mean asked understanding change kittys act,neutral
mean miss astley broaden kittys repertoire,negative
masher fine fellow cannot walk burlington arcade lavender gloves ever,positive
gazed kitty wiped mouth napkin spoke confiding tone,neutral
imagine miss astley handsome gentlemens toggery languishes minute bottom costumiers hamper waiting simply waiting kitty butler step inside lend life,positive
paused last kitty smiled,positive
mr bliss said believe could persuade onearmed man juggling turn way talk,positive
laughed struck table hand cutlery rattled turned onearmed juggler client billing great success second cinquevalli half capacity double skill,positive
sent us costumiers tailors kitty decked dozen different gentlemanly guises suits made sent us photographers likeness taken held policemans whistle lip shouldered rifle sailors rope,neutral
found songs fit costumes brought round ginevra road strike mrs dendys terrible old piano kitty try rest us listen consider,negative
change ordinary girls clothes finished act star instead stood coat basket ready stepped footlights ran together stage door brougham waited lumber fitfully us city traffic next theatre,positive
instead wearing one suit whole turn wore three four dresser real earnest helping tear buttons links orchestra played songs audience waited halfway expectation impatience reappear,positive
hours kept course rather strange ones long kitty continued work two three four halls night would arrive back ginevra road half past twelve one weary aching still giddy hot moonlit crisscrossings city anxious waits dressingrooms wings,negative
would find sims percy tootsie girl boyfriends fresh flushed gay making tea cocoa welsh rabbit pancakes mrs dendys kitchen,positive
mrs dendy would appear kept theatrical lodgers long begun keep theatrical hours suggest game cards song dance,neutral
could long kept secret house liked sing pretty voice sometimes might raise chorus two along kitty,positive
sent cards said sent notices kittys shows gossip theatre,negative
sent letters return little parcels course barrels oysters passed landlady let dish us supper,neutral
weeks passed season changed nights grew longer darker cold,neutral
didnt think father mother alice davy cousins thought kitty new life,neutral
kittys dresser also friend adviser companion things,positive
