text,sentiment
dearest kitty im idiot forgot havent yet told story one true love little girl way back kindergarten took liking sally kimmel father gone mother lived aunt one sallys cousins goodlooking slender darkhaired boy named appy later turned look like movie idol aroused admiration short comical chubby sally long time went everywhere together aside love unrequited peter crossed path outandout crush liked inseparable one whole summer still see us walking hand hand neighborhood peter white cotton suit short summer dress end summer vacation went seventh grade middle school sixth grade grammar school hed pick way home id pick peter ideal boy tall goodlooking slender serious quiet intelligent face dark hair beautiful brown eyes ruddy cheeks nicely pointed nose crazy smile made look boyish mischievous id gone away countryside summer vacation came back peter longer old address hed moved living much older boy apparently told kid peter stopped seeing loved much didnt want face truth kept clinging day finally realized continued chase people would say boycrazy years went peter hung around girls age longer bothered say hello started school jewish lyceum several boys class love enjoyed felt honored attentions later hello terrible crush ive already told never fell love theres saying time heals wounds thats told id forgotten peter longer liked least memories strong admit reason longer liked jealous girls morning realized nothing changed contrary ive grown older mature love grown along understand peter thought childish yet still hurts think hed forgotten completely saw face clearly knew certain one peter could stuck mind way ive utter state confusion today father kissed morning wanted shout oh peter ive thinking constantly day long ive repeating oh petel darling darling petel find help simply go living praying god ever get peters path cross mine hell gaze eyes read love say oh anne id known id come long ago father talking sex said young understand kind desire thought understand im sure nothing dear darling petel saw face mirror looked different eyes clear deep cheeks rosy hadnt weeks mouth much softer looked happy yet something sad expression smile immediately faded lips im happy since know petels thinking yet still feel beautiful eyes gazing cool soft cheek mine oh petel petel ever going free image wouldnt anyone took place poor substitute love love great simply couldnt keep growing inside heart leap reveal magnitude week ago even day ago youd asked friends think youd likely marry id answered sally since makes feel good peaceful safe id cry petel love heart soul surrender completely except one thing may touch face thats far goes morning imagined front attic petel sitting floor windows talking began cry moments later felt mouth wonderful cheek oh,positive
dearest kitty beps back last two weeks though sister wont allowed back school next week bep spent two days bed bad cold miep jan also two days upset stomachs im currently going dance ballet craze diligently practicing dance steps every evening ive made ultramodern dance costume lacy lavender slip belonging momsy bias tape threaded top tied bust pink corded ribbon completes ensemble tried turn tennis shoes ballet slippers success stiff limbs well way becoming limber used terrific exercise sit floor place heel hand raise legs air sit cushion otherwise poor backside really takes beating everyone reading book called cloudless morning mother thought extremely good describes number adolescent problems thought bit ironically dont take interest adolescents first think mother believes margot better relationship parents anyone whole wide world mother involved lives children must sister mind since dont believe margot problems thoughts far point mother one daughters imagines shed completely bewildered anyway shed never able change id like spare grief especially since know everything would remain mother sense margot loves much thinks im going phase margots gotten much nicer seems lot different used shes nearly catty days becoming real friend longer thinks litde kid doesnt count funny sometimes see others see take leisurely look person called anne frank browse pages life though stranger came didnt think things much occasionally feeling didnt belong momsy pim margot would always outsider sometimes went around six months time pretending orphan id chastise playing victim really id always fortunate id force friendly every morning heard footsteps stairs hoped would mother coming say good morning id greet warmly honesly look forward affectionate glance shed snap made comment id go school feeling completely discouraged way home id make excuses telling many worries id arrive home high spirits chatting nineteen dozen events morning would repeat id leave room schoolbag hand pensive look face sometimes id decide stay angry always much talk school id forget resolution want mother stop whatever lend willing ear time would come longer listened steps stairs felt lonely cried pillow every night everything gotten much worse already knew god sent someone help peter fondle pendant,positive
dearest kitty theres reason go describing quarrels arguments last detail enough tell weve divided many things like meat fats oils frying potatoes recently weve eating little extra rye bread four oclock hungry dinner barely control rumbling stomachs mothers birthday rapidly approaching received extra sugar mr kugler sparked jealousy part van daans mrs van didnt receive birthday whats point boring harsh words spiteful conversations tears know bore us even mother expressed wish isnt likely come true time soon see mr van daans face two whole weeks wonder everyone shares house sooner later ends odds fellow residents stroke bad luck mealtime dussel helps quarter halffilled gravy boat leaves rest us without lose appetite feel like jumping feet knocking chair throwing door people stingy selfish ive gained insight human nature since came good ive enough present peter says war going go despite quarrels longing freedom fresh air try make best stay im preaching,negative
dearest kitty go dont know whats happened since dream keep noticing ive changed way dreamed peter last night felt eyes penetrate mine dream less vivid quite beautiful last know always used jealous margots relationship father theres trace jealousy left still feel hurt fathers nerves cause unreasonable toward think cant blame way talk much minds children adolescents dont know first thing long fathers affection hugs kisses isnt awful preoccupied shouldnt want good kind forgive first forgive mother every time makes sarcastic remark laughs control know im far ever anne frank ps father asked told cake mothers birthday,positive
dearest kitty tell people go lengths hide real selves always behave differently im company others people little trust one another know must reason sometimes think horrible cant ever confide anyone even closest seems ive grown since night dream ive become independent youll amazed tell even attitude toward van daans changed ive stopped looking discussions arguments familys biased point view whats brought radical change well see suddenly realized mother different shed real mom relationship would different mrs van daan means wonderful person yet half arguments could avoided mother hadnt hard deal every time got onto tricky subject mrs van daan one good point though talk may selfish stingy underhanded shell readily back long dont provoke make unreasonable tactic doesnt work every time youre patient keep trying see far get conflicts upbringing pampering children food everything absolutely everything might taken different turn wed remained open friendly terms instead always seeing worst side know exactly youre going say kitty anne words really coming lips put many unkind words upstairs aware injustices yet coming want take fresh look things form opinion ape parents proverb apple never falls far tree want reexamine van daans decide whats true whats blown proportion wind disappointed always side father mother try change attitude doesnt work ill stick opinions judgment ill take every opportunity speak openly mrs van many differences afraid despite reputation smart aleck offer impartial opinion wont say anything negative family though doesnt mean wont defend somebody else today gossiping thing past absolutely convinced van daans entirely blame quarrels im sure fault largely right far subject matter concerned,negative
dearest kitty strange thing happened actually happened isnt quite right word came whenever anyone home school talked sex either secretive disgusting words sex spoken low whisper kids werent know often laughed struck odd often wondered people mysterious obnoxious talked subject couldnt change things said little possible asked girlfriends information id learned quite lot mother said anne let give good advice never discuss boys bring dont answer still remember exact reply course exclaimed imagine nothing said first went hiding father often told things id rather heard mother learned rest books things picked conversations peter van daan wasnt ever obnoxious subject boys school maybe twice beginning though wasnt trying get talk mrs van daan told us shed never discussed matters peter far knew neither husband apparently didnt even know much peter knew got information yesterday margot peter peeling potatoes conversation somehow turned boche still sure whether boche boy girl asked yes answered boche tomcat began laugh tomcat hes pregnant peter margot joined laughter see month two ago peter informed us boche sure kittens long stomach rapidly swelling however boches fat tummy turned due bunch stolen bones kittens growing inside much less born peter felt called upon defend accusation come see horsing around cat one day could definitely see unable restrain curiosity went warehouse boche however wasnt receiving visitors hour nowhere sight waited got cold went back upstairs later afternoon heard peter go downstairs second time mustered courage walk silent house reached warehouse boche packing table playing peter getting ready put scale weigh hi want look without preliminaries picked cat turned back deftly held head paws began lesson male sexual organ stray hairs thats backside cat flipped stood little white feet boy pointed male sexual organ would never given second glance peter went talking normal voice otherwise awkward subject ulterior motives time hed finished felt much ease started acting normally played boche good time chatted bit finally sauntered long warehouse door mouschi fixed yeah sure doesnt take long give cat anesthetic course take something vet snips tube theres nothing see outside get nerve ask question since wasnt normal thought peter german word geschlechtsteil means sexual organ doesnt male female ones different names know female one vagina know dont know called males oh well said supposed know words time come across accident wait ill ask parents know theyve experience already stairs nothing said yes really happen id never talked girl normal tone voice im also certain isnt mother meant warned boys wasnt exactly usual self rest day thought back talk struck odd ive learned least one thing young people even opposite sex discuss things naturally,positive
dearest kitty recent weeks ive developed great liking family trees genealogical tables royal families ive come conclusion begin search keep digging deeper deeper past leads even interesting discoveries although im extremely diligent comes schoolwork pretty much follow bbc home service radio still spend many sundays sorting looking moviestar collection grown respectable size mr kugler makes happy every monday bringing copy cinema theater magazine less worldly members household often refer small indulgence waste money yet never fail surprised accurately list actors given movie even year bep often goes movies boyfriend day tells saturday name show theyre going see proceed rattle names leading actors actresses reviews moms recently remarked wouldnt need go movies later know plots names stars reviews heart whenever come sailing new hairstyle read disapproval faces sure someone ask movie star im trying imitate reply invention greeted skepticism hairdo doesnt hold set half hour time im sick tired remarks race bathroom restore hair normal mass curls morning wondering whether ever felt like cow chew stale news youre fed monotonous fare yawn secretly wish anne would dig something new sorry know find dull ditchwater imagine sick tired hearing old stuff talk mealtime isnt politics good food mother mrs van trot stories childhood weve heard thousand times dussel goes beautiful racehorses charlottes extensive wardrobe leaky rowboats boys swim age four aching muscles frightened patients boils whenever one eight us opens mouth seven finish story know punch line every joke gets told whoevers telling left laugh alone various milkmen grocers butchers two former housewives praised skies run ground many times imaginations theyve grown old methuselah theres absolutely chance anything new fresh brought discussion annex still might bearable grownups werent habit repeating stories hear mr kleiman jan miep time embellishing details often pinch arm table keep setting enthusiastic storyteller right track little children anne must never ever correct elders matter many blunders make often let imaginations run away jan mr kleiman love talking people gone underground hiding know eager hear others situation truly sympathize sorrow whove arrested well joy prisoners whove freed going underground hiding become routine proverbial pipe slippers used await man house long day work many resistance groups free netherlands forge identity cards provide financial support hiding organize hiding places find work young christians go underground amazing much generous unselfish people risking lives help save others best example helpers managed pull us far hopefully bring us safely shore otherwise theyll find sharing fate theyre trying protect never uttered single word burden must never complained much trouble come upstairs every day talk men business politics women food wartime difficulties children books newspapers put cheerful expressions bring flowers gifts birthdays holidays always ready thats something never forget others display heroism battle germans helpers prove every day good spirits affection bizarre stories making rounds yet really true instance mr kleiman reported week soccer match held province gelderland one team consisted entirely men gone underground eleven military policemen hilversum new registration cards issued order many people hiding get rations show card obtain ration book else pay guilders book registrar asked hiding district pick cards specified hour,positive
dearest kit another sunday rolled around dont mind much beginning theyre boring enough still havent gone warehouse yet maybe sometime soon last night went downstairs dark father nights stood top stairs german planes flew back forth knew couldnt count others support fear vanished looked sky trusted god intense need alone father noticed im usual self,positive
dearest kitty invasion fever mounting daily throughout country im sure youd impressed many preparations though youd doubt laugh fuss making knows may nothing papers full invasion news driving everyone insane statements event british landing holland germans defend country even flooding necessary theyve published maps holland potential flood areas marked since large portions amsterdam shaded first question water streets rose waists tricky question elicited variety responses itll impossible walk ride bike well wade water dont silly well try swim well put bathing suits caps swim underwater much nobody see jews oh baloney imagine ladies swimming rats biting legs man course well see screams loudest wont even able leave house warehouse unstable itll collapse theres flood listen everyone joking aside really ought try get boat bother better idea take packing crate attic row wooden spoon im going walk stilts used whiz young jan gies wont need hell let wife ride piggyback miep stilts rough idea whats going dont kit lighthearted banter amusing reality prove otherwise second question invasion bound arise germans evacuate amsterdam leave city along others disguise well whatever happens dont go outside best thing stay put germans capable herding entire population holland germany theyll die course well stay safest place well try talk kleiman family coming live us well somehow get hold bag wood shavings sleep floor lets ask miep kleiman bring blankets case well order extra cereal grains supplement sixtyfive pounds already jan try find beans moment weve got sixtyfive pounds beans ten pounds split peas dont forget fifty cans vegetables rest mother give us latest figures ten cans fish forty cans milk twenty pounds powdered milk three bottles oil four crocks butter four jars meat two big jars strawberries two jars raspberries twenty jars tomatoes ten pounds oatmeal nine pounds rice thats provisions holding fairly well feed office staff means dipping stock every week much seems enough coal firewood candles lets make little moneybags hide clothes take money us need leave make lists take first case run pack knapsacks advance time comes well put two people lookout one loft front house one back hey whats use much food isnt water gas electricity well cook wood stove filter water boil clean big jugs fill water also store water three kettles use canning washtub besides still two hundred thirty pounds winter potatoes spice storeroom day long thats hear invasion invasion nothing invasion arguments going hungry dying bombs fire extinguishers sleeping bags identity cards poison gas etc etc exactly cheerful good example explicit warnings male contingent following conversation jan annex afraid germans retreat theyll take entire population jan thats impossible havent got enough trains annex trains really think theyd put civilians trains absolutely everyone would hoof dussel always says per pedes apostolorum jan cant believe youre always looking dark side reason would round civilians take along annex dont remember goebbels saying germans go theyll slam doors occupied territories behind jan theyve said lot things annex think germans noble humane reasoning go well drag everyone else us jan say like dont believe annex always old story one wants see danger staring face jan dont know anything sure youre making assumption annex weve already first germany thinks happening russia jan shouldnt include jews dont think anyone knows whats going russia british russians probably exaggerating propaganda purposes like germans annex absolutely bbc always told truth even news slightly exaggerated,positive
dear kitty cant tell feel one minute im longing peace quiet next little fun weve forgotten laugh mean laughing hard stop morning giggles know kind used school margot giggling like real teenagers last night another scene mother margot tucking wool blanket around suddenly leapt bed carefully examined blanket think found pin mother patched blanket forgotten take father shook head meaningfully made comment careless mother soon afterward mother came bathroom tease said du bist doch eine echte rabenmutter oh cruel course asked id said told pin shed overlooked immediately assumed haughtiest expression said youre fine one talk youre sewing entire floor covered pins look youve left manicure set lying around never put away either said hadnt used margot backed since guilty party mother went talking messy got fed said rather curtly,positive
dearest kitty sun shining sky deep blue theres magnificent breeze im longing really longing everything conversation freedom friends alone long cry feel explode know crying would help cant cry im restless walk one room another breathe crack window frame feel heart beating say fulfill longing last think spring inside feel spring awakening feel entire body soul force act normally im state utter confusion dont know read,positive
dearest kitty lot changed since saturday whats happened longing something still small small part problem resolved sunday morning noticed great joy ill honest peter kept looking usual way dont know cant explain suddenly feeling wasnt love margot used think day long tried look much whenever caught looking well made feel wonderful inside thats feeling often sunday evening everyone except pim clustered around radio listening immortal music german masters dussel kept twisting turning knobs annoyed peter others restraining half hour peter asked somewhat irritably would stop fiddling radio dussel replied haughtiest tone ich mach das schon ill decide peter got angry made insolent remark mr van daan sided dussel back reason disagreement wasnt particularly interesting peter apparently taken matter much heart morning rummaging around crate books attic peter came began telling happened didnt know anything peter soon realized hed found attentive listener started warming subject well like said dont usually talk much since know beforehand ill tonguetied start stuttering blushing twist words around much finally stop cant find right words thats happened yesterday meant say something entirely different started got mixed awful used bad habit sometimes wish still whenever mad someone id beat instead arguing know method wont get anywhere thats admire youre never loss words say exactly want say arent least bit shy oh youre wrong replied say comes differently way id planned plus talk much long thats bad maybe advantage one see youre embarrassed dont blush go pieces couldnt help secretly amused words however since wanted go talking quietly hid laughter sat cushion floor wrapped arms around knees gazed intently im glad theres someone else house flies rages peter seemed relieved could criticize dussel without afraid id tell pleased,negative
minor runin dussel several repercussions blame monday evening dussel came see mother told triumphantly peter asked morning hed slept well added sorry happened sunday evening hadnt really meant hed said dussel assured hadnt taken heart everything right rain mother passed story secretly amazed peter whod angry dussel humbled despite assurances contrary couldnt refrain sounding peter subject instantly replied dussel lying seen peters face wish id camera indignation rage indecision,negative
peter hadnt talked day except meaningless words cold go attic anyway margots birthday twelvethirty came look presents hung around chatting longer strictly necessary something hed never done otherwise got chance afternoon since felt like spoiling margot birthday went get coffee potatoes came peters room immediately took papers stairs asked close trapdoor attic sure said go ahead youre ready come back knock ill open thanked went upstairs spent least ten minutes searching around barrel smallest potatoes back started aching attic cold naturally didnt bother knock opened trapdoor obligingly got took pan hands best couldnt find smaller ones look big barrel yes ive time bottom stairs examined pan potatoes still holding oh fine said added took pan compliments said gave warm tender look started glowing inside could tell wanted please since couldnt make long complimentary speech said everything eyes understood well grateful still makes happy think back words look went downstairs mother said needed potatoes time dinner volunteered go back entered peters room apologized disturbing going stairs stood went stand stairs wall grabbed arm tried stop ill go said go upstairs anyway replied wasnt really necessary didnt get small ones time convinced let go arm way back opened trapdoor took pan standing door asked working french replied asked could take look lessons went wash hands sat across divan id explained french began talk told war wanted go dutch east indies live rubber plantation talked life home black market felt like worthless bum told big inferiority complex talked war saying russia england bound go war jews said life would much easier hed christian could become one war asked wanted baptized wasnt meant either said hed never able feel like christian war hed make sure nobody would know jewish felt momentary pang shame still touch dishonesty peter added jews always chosen people answered hope theyll chosen something good went chatting pleasantly father judging human character sorts things many cant even remember left quarter past five bep arrived evening said something else thought nice talking picture movie star id given hanging room least year half liked much offered give replied id rather keep one ive got look every day people become friends better understanding always hugs mouschi tightly obviously needs affection forgot mention something else talking said im afraid except comes things im working peter huge inferiority complex example always thinks hes stupid smart help french,positive
dear kitty upstairs morning since promised mrs van id read stories began evas dream liked lot read passages secret annex stitches peter also listened last part asked id come room sometime read decided take chance right got notebook let read bit cady hans talk god cant really tell kind impression made said something dont quite remember whether good,positive
dearest kitty whenever go upstairs always see something look forward life improved greatly least object friendship always dont afraid rivals except margot dont think im love im feeling something beautiful going develop peter kind friendship feeling trust go see whenever get chance way used didnt know make contrary hes still talking away im heading door mother doesnt like going upstairs always says im bothering peter leave alone honestly cant credit intuition always looks oddly go peters room come,positive
dearest kitty saturday tell enough morning quiet spent nearly hour upstairs making meatballs spoke passing everyone went upstairs twothirty either read take nap went downstairs blanket sit desk read write long couldnt take anymore put head arms sobbed heart tears streamed cheeks felt desperately unhappy oh come comfort past four time went upstairs five oclock set get potatoes hoping wed meet still bathroom fixing hair went see boche wanted help mrs van went upstairs book everything suddenly felt tears coming raced downstairs bathroom grabbing hand mirror way sat toilet fully dressed long tears leaving dark spots red apron felt utterly dejected heres going mind oh ill never reach peter way knows maybe doesnt even like doesnt need anyone confide maybe thinks casual sort way ill go back alone without anyone confide without peter without hope comfort anything look forward oh could rest head shoulder feel hopelessly alone deserted knows maybe doesnt care looks others tender way maybe imagined especially oh peter could hear see truth disappointing,negative
happens peoples houses rest week happens annex sundays people put best clothes go strolling sun scrub sweep laundry eight oclock though rest us prefer sleep dussel gets eight goes bathroom downstairs bathroom devotes whole hour washing ninethirty stoves lit blackout screen taken mr van daan heads bathroom one sunday morning ordeals lie bed look dussels back hes praying know sounds strange praying dussel terrible sight behold cries gets sentimental spend quarter hour entire fifteen minutes rocking toes heels back forth back forth goes forever dont shut eyes tight head starts spin tenfifteen van daans whistle bathrooms free frank family quarters first sleepy faces beginning emerge pillows everything happens fast fast fast margot take turns laundry since quite cold downstairs put pants head scarves meanwhile father busy bathroom either margot turn bathroom eleven clean eleventhirty breakfast wont dwell since theres enough talk food without bringing subject well twelvefifteen go separate ways father clad overalls gets hands knees brushes rug vigorously room enveloped cloud dust mr dussel makes beds wrong course always whistling beethoven violin concerto goes work mother heard shuffling around attic hangs washing mr van daan puts hat disappears lower regions usually followed peter mouschi mrs van dons long apron black wool jacket overshoes winds red wool scarf around head,positive
dearest kitty weathers wonderful since yesterday ive perked quite bit writing best thing coming along well go attic almost every morning get stale air lungs morning went peter busy cleaning finished quickly came sitting favorite spot floor two us looked blue sky bare chestnut tree glistening dew seagulls birds glinting silver swooped air moved entranced couldnt speak stood head thick beam sat breathed air looked outside felt spell shouldnt broken words remained like long time go loft chop wood knew good decent boy climbed ladder loft followed fifteen minutes chopping wood didnt say word either watched standing could see obviously best chop right way show strength also looked open window letting eyes roam large part amsterdam rooftops horizon strip blue pale almost invisible long exists thought sunshine cloudless sky long enjoy sad best remedy frightened lonely unhappy go outside somewhere alone alone sky nature god feel everything god wants people happy amid natures beauty simplicity long exists forever know solace every sorrow whatever circumstances firmly believe nature bring comfort suffer oh knows perhaps wont long share overwhelming feeling happiness someone feels anne ps thoughts peter weve missing much much long time miss much im talking external things since well provided sense mean internal things like long freedom fresh air think weve amply compensated loss inside mean morning sitting front window taking long deep look outside god nature happy plain happy peter long people feel kind happiness within joy nature health much besides theyll always able recapture happiness riches prestige everything lost happiness heart dimmed always long live make happy whenever youre feeling lonely sad,positive
dearest kitty early morning late night think peter fall asleep image eyes dream wake still looking strong feeling peter arent really different may seem surface ill explain neither peter mother superficial likes flirt doesnt concern much goes head mine takes active interest life tact sensitivity motherly understanding peter struggling innermost feelings still unsure vulnerable emotionally dealt roughly whenever happens want run outside hide feelings instead bang pots pans splash water generally noisy everyone wishes miles away peters reaction shut say little,positive
dearest kitty like nightmare one goes long im awake see nearly every hour day yet cant cant let others notice pretend cheerful though heart aching peter schiff peter van daan melted one peter whos good kind long desperately mothers horrible fathers nice makes even exasperating margots worst since takes advantage smiling face claim want left alone peter didnt join attic went loft carpentry work every rasp bang another chunk courage broke even unhappy distance clock tolling pure heart pure mind im sentimental know im despondent foolish,positive
dearest kitty affairs pushed background breakin im boring breakins burglars take pleasure honoring gies go presence incident much complicated last one july last night seventhirty mr van daan heading usual mr kuglers office saw glass door office door open surprised went even astonished see alcove doors open well terrible mess front office theres burglary flashed mind make sure went downstairs front door checked lock found everything closed bep peter must careless evening mr van concluded remained mr kuglers office switched lamp went upstairs without worrying much open doors messy office early morning peter knocked door tell us front door wide open projector mr kuglers new briefcase disappeared closet peter instructed lock door mr van daan told us discoveries night extremely worried explanation burglar must duplicate key since signs forced entry must sneaked early evening shut door behind hidden heard mr van daan fled loot mr van daan went upstairs hurry bothered shut door could key didnt burglar go warehouse one warehouse employees turn us hes heard mr van daan maybe even seen really scary,negative
dearest kitty margot attic together today cant enjoy way imagine itd peter someone else know feels things dishes bep began talking mother mrs van daan discouraged gets help two offer tactless mother especially made things go bad worse know advice think people world suffering thinking misery others help youre miserable said much response course stay conversations sort grownups idiots peter margot bep didnt feelings thing helps mothers love close friend two mothers dont understand first thing us perhaps mrs van daan bit mother oh wish could said something poor bep something know experience would helped father came us pushing roughly aside theyre stupid also talked margot father mother nice could werent aggravating wed able organize evenings everyone could take turns discussing given subject weve already impossible talk mr van daan goes offensive mother gets sarcastic cant say anythina normal voice father doesnt feel like taking part mr dussel mrs van attacked often sits red face hardly able put fight anymore us arent allowed opinion arent progressive opinion people tell shut cant keep opinion cant forbid someone opinion matter young thing would help bep margot peter would great love devotion dont get one especially idiotic sages around capable understanding us since sensitive much advanced thinking ever suspect love love dont think really put words love understanding someone caring sharing joys sorrows eventually includes physical love youve shared something given something away received something return whether youre married whether baby losing virtue doesnt matter long know long live youll someone side understands doesnt shared anyone else anne frank moment mothers grouching shes clearly jealous talk mrs van daan care managed get hold peter afternoon talked least fortyfive minutes wanted tell something didnt find easy finally got though took long time honestly didnt know whether better stay go wanted much help told bep tactless mothers told parents fight constantly politics cigarettes kinds things ive told peters shy shy admit hed perfectly happy see parents year two father isnt nice looks said matter cigarettes mothers absolutely right also told mother came fathers defense thought terrific guy tonight hanging apron dishes called asked say anything downstairs parents another argument speaking terms promised though id already told margot im sure margot wont pass oh peter said dont worry ive learned blab everything hear never repeat tell glad hear also told terrible gossips said margots quite right course says im honest much want stop gossiping theres nothing like better discussing mr dussel good admit said blushed sincere compliment almost embarrassed talked upstairs downstairs peter really rather surprised hear dont like parents peter said know im always honest shouldnt tell well see faults added peter id really like help let youre caught awkward position know even though dont say anything upsets oh help always welcome maybe itd better talk father tell anything wont pass know hes real pal like lot dont peter nodded continued well likes know looked quickly blushed really touching see happy words made think asked yes,positive
dearest kitty looked candle tonight felt calm happy seems grandma candle grandma watches protects makes feel happy theres someone else governs moods thats peter went get potatoes today standing stairway pan full asked lunch break sat stairs began talk potatoes didnt make kitchen fivefifteen hour id gone get peter didnt say anything parents talked books past oh gazes warmth eyes dont think take much fall love brought subject evening went room peeling potatoes remarked hot tell temperature looking margot turn white cold red hot said love asked love pretty silly answer rather question said time dinner mean today finally managed ask whether chatter bothered said oh fine cant tell much reply due shyness kitty sound like someone whos love talk nothing dearest darling peter darling ever able tell thinks im kind person treat kid gloves know well likes left alone dont know much likes case getting know little better wish dared say knows maybe time come sooner think twice day gives knowing glance wink back,positive
dear kitty first saturday months hasnt tiresome dreary boring reason peter morning way attic hang apron father asked whether wanted stay practice french said yes spoke french together explained something peter worked english father read aloud dickens seventh heaven since sitting fathers chair close peter went downstairs quarter eleven went back eleventhirty peter already waiting stairs talked quarter one whenever leave room example meal peter chance one else hear says bye anne see later oh im happy wonder hes going fall love case hes nice boy idea good talk mrs van thinks right talk peter today asked teasingly trust two course protested take insult morning noon night,positive
dearest kitty ever since peter told parents ive felt certain sense responsibthty toward himdont think thats strange though quarrels much business yet dont dare bring anymore im afraid makes uncomfortable wouldnt want intrude money world tell peters face ponders things deeply last night annoyed mrs van scoffed thinker peter flushed looked embarrassed nearly blew top dont people keep mouths shut cant imagine like stand sidelines see lonely without able anything imagine place despondent must sometimes feel quarrels love poor peter needs loved much sounded cold said didnt need friends oh hes wrong dont think means clings masculinity solitude feigned indifference maintain role hell never ever show feelings poor peter long keep wont explode superhuman effort oh peter could help would let together could banish loneliness mine ive great deal thinking saying much im happy see happier still sun shines together washed hair yesterday knew next door rambunctious couldnt help quiet serious inside noisier get outside first discover chink armor well van daans dont daughter conquest could never challenging beautiful nice someone sex,negative
dearest kitty think back life seems unreal anne frank enjoyed heavenly existence completely different one grown wise within walls yes heavenly five admirers every street corner twenty friends favorite teachers spoiled rotten father mother bags full candy big allowance could anyone ask youre probably wondering could charmed people peter says ecause attractive isnt entirely teachers amused entertained clever answers witty remarks smthng face critical mind thats terrible flirt coquettish amusing plus points kept everybodys good graces hardworking honest generous would never refused anyone wanted peek answers magnanimous candy wasnt stuckup would admiration eventually made overconfident good thing height glory suddenly plunged reality took year get used without admiration see school class comedian eternal ringleader never bad mood never crybaby wonder everyone wanted bicycle school little favors look back anne frank pleasant amusing superficial girl nothing peter say whenever saw surrounded flock girls least two boys always laughing always center attention right whats remained anne frank oh havent forgotten laugh toss remark im good better raking people coals still flirt amusing want theres catch id like live seemingly carefree happy life evening days week end week id exhausted would grateful first person talk something meaningful want friends admirers peo ple respect character deeds flattering smile circle around would much smaller matter long theyre sincere spite everything wasnt altogether happy often felt id deserted go day long didnt think enjoyed much could trying consciously unconsciously fill void jokes looking back realize period life irrevocably come close happygolucky carefree schooldays gone forever dont even miss ive outgrown longer kid around since serious side always see life new years looking powerful magnifying glass home life filled sunshine middle everything changed overnight quarrels accusations couldnt take caught guard way knew keep bearings talk back first half brought crying spells loneliness gradual realization faults short comings numerous seemed even filled day chatter tried draw pim closer failed left face difficult task improving wouldnt hear reproaches made despondent second half year slightly better became teenager treated like grownup began think things write stories finally coming conclusion others longer anything right swing back forth like pendulum clock wanted change way realized could man age without mother completely totally hurt affected even realization never going able confide father didnt trust anyone new years second big change occurred dream discovered longing boy girlfriend boyfriend also discovered inner happiness underneath superficial cheerful exterior time time quiet live peter since happens future depends largely lie bed night ending prayers words ich janke air fur das cute una liebe una schone thank god good dear beautiful im filled joy think going hiding health whole das cute peters love still new fragile neither us dares say aloud future happiness love das liebe world nature tremendous beauty everything splendor das schone moments dont think misery beauty still remains mother differ greatly advice face melancholy think suffering world thankful youre part advice go outside country enjoy sun nature offer go outside try recapture happiness within think beauty everything around happy dont think mothers advice right supposed become part suffering youd completely lost contrary beauty remains,positive
margot writing notes fun course anne strange remember day happened night example suddenly remembered mr dussel snoring loudly last night quarter three wednesday af ternoon mr dussel snoring flashed mind course use potty deliberately made noise get snoring stop margot better snoring gasping air anne snorings better stops make noise without waking person question didnt write margot ill confess dear kitty ive dreaming peter great deal night last dreamed skating right living room little boy apollo iceskating rink sister girl spindly legs always wore blue dress introduced overdoing bit asked name peter dream wondered many peters actually knew dreamed standing peters room facing beside stairs said something gave kiss replied didnt love much shouldnt flirt desperate pleading voice said im flirting,positive
dearest kitty proverb misfortunes never come singly defi nitely applies today peter got saying let tell awful things happened still hanging heads first miep sick result henk aagjes wedding yesterday caught cold westerkerk service held second mr kleiman hasnt returned work since last time stomach started bleeding beps left hold fort alone third police arrested man whose name wont put writing terrible us well since hes supplying us potatoes butter jam mr ill call five children age thirteen another way last night another little scare middle dinner suddenly someone knocked wall next door rest evening nervous gloomy lately havent mood write whats going ive wrapped dont get wrong im terribly upset whats happened poor goodhearted mr theres much room diary tuesday,negative
dearest kitty havent able sit still lately wander stairs back like talking peter im always afraid nuisance hes told bit past parents enough every five minutes wonder find longing used think real pain neck feeling mutual ive changed mind know hes changed think doesnt necessarily mean become best friends,positive
dearest kitty things getting crazier days go peter hasnt looked since yesterday hes acting hes mad im best chase talk little possible easy whats going makes keep arms length one minute rush back side next perhaps im imagining worse really perhaps hes moody like tomorrow everything right hardest time trying maintain normal facade im feeling wretched sad talk help around house sit others act cheerful miss outdoors place alone long want think im getting everything mixed kitty im state utter confusion one hand im half crazy desire hardly room without looking hand wonder matter much cant calm day night every waking hour nothing ask given enough chance alone spending much time upstairs talk much serious subjects hes yet ready talk maybe doesnt even like imagination told much sorry whole lot yesterday afternoon worn sad news outside lay divan nap wanted sleep think slept four go next door wasnt easy answering mothers questions inventing excuse explain nap father pleaded headache wasnt lie since one inside ordinary people ordinary girls teenagers like would think im little nuts selfpity thats pour heart rest time im impudent cheerful selfconfident possible avoid questions keep getting nerves margot kind would like confide cant tell everything takes seriously far seriously spends lot time thinking loony sister looking closely whenever open mouth wondering,positive
